"","text","emotion","polarity"
"708","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"709","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"710","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"711","i have seen things i have seen things but indomie ne kt dier eiiiiiii squad","unknown","positive"
"712","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"713","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"714","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"715","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"716","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"717","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"718","japanese noodle manufacturers as indomie range","unknown","positive"
"719","is this much indomie enough for you sir","unknown","positive"
"720","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"721","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"722","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"723","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"724","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"725","always control your temper a guy who makes indomie is in kirikiri now for stabbing his customer during a fight the sa","anger","negative"
"726","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"727","mood after cooking indomie and egg","unknown","negative"
"728","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"729","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"730","cool","unknown","positive"
"731","just remembered when my mom used to allow us to indomie with fucking tuna bs law lalha la","unknown","positive"
"732","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"733","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"734","is this much indomie enough for you sir","unknown","positive"
"735","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"736","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"737","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"738","im craving indomie with bread and eggs this evening o is it bad to eat it this late","sadness","neutral"
"739","why would you put ketchup inside indomie fgs","unknown","positive"
"740","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"741","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"742","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"743","hungry for indomie","unknown","negative"
"744","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"745","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"746","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"747","the indomie i just had mahn need to get myself arrested cos how pesin go just sabi lai dis","fear","negative"
"748","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"749","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"750","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"751","i like no blueberries in my indomie rebus","joy","positive"
"752","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"753","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"754","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"755","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"756","just bought a carton of indomie

celebrate your small wins and give glory to god

dont be ungrateful for the breath of life","sadness","positive"
"757","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"758","sorry for this but indomie is literally uneatable how do yall like it","joy","neutral"
"759","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"760","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"761","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"762","what the hell do they put in indomie seasoning nowadays","unknown","negative"
"763","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"764","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"765","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"766","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"767","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"768","theyll rather vote yahaya bello over atiku abubakar if he decides to run for the elections

please where are those peopl","joy","positive"
"769","trying indomie for the first time what level of good instant noodle am i looking for","joy","neutral"
"770","🤣🤣 atleast my dad born me well and he wants me
u wey na cum by mistake u take form because o","unknown","negative"
"771","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"772","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"773","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"774","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"775","theyll rather vote yahaya bello over atiku abubakar if he decides to run for the elections

please where are those peopl","joy","positive"
"776","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"777","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"778","the indomie in this casethe constitution is the two minutes instant noodles","unknown","positive"
"779","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"780","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her shes in","anger","positive"
"781","whenever you see a girl buyin indomie with oversized slippers amp shirt 
bro respect yourself dont toast her she","anger","positive"
"782","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"783","i will start selling indomie and eggs biggerrewards","unknown","positive"
"784","you and indomie to your players as coach","unknown","positive"
"785","two indomie is too much and one is too small for me i wish indomie will introduce one and half pack of indomie and nam","unknown","positive"
"786","i will start selling indomie and eggsbiggerrewards","unknown","positive"
"787","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"788","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"789","it will help me to start selling indomie and eggs biggerrewards","unknown","positive"
"790","indomie chef she didnt beg","unknown","negative"
"791","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"792","my generation 🤝 indomie relationship","unknown","positive"
"793","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"794","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"795","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"796","indomieforhans 

one year of indomie coming your way 

toyotathailandopen","unknown","negative"
"797","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"798","if you took money from your parents to buy spectacles duringeclipse kindly comment the indomie generation babies sh","joy","positive"
"799","manny next time boil the egg before cooking the indomie","unknown","negative"
"800","i always overestimate my hunger
tonight i thought i was going to die so i bought grilled fish and cooked two indom","unknown","negative"
"801","i thought i was broke until my neighbor told me he wanted to sell his gas cooker for naira so that he can buyindo","unknown","negative"
"802","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"803","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"804","i thought i was broke until my neighbor told me he wanted to sell his gas cooker for naira so that he can buyindo","unknown","negative"
"805","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"806","im currently at this indomie and egg spot in my street waiting for my turn to get my pack and there are these aboki guys","disgust","negative"
"807","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"808","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"809","my generation 🤝 indomie relationship","unknown","positive"
"810","indomie puts me in a bad mood","sadness","negative"
"811","if you took money from your parents to buy spectacles duringeclipse kindly comment the indomie generation babies sh","joy","positive"
"812","im currently at this indomie and egg spot in my street waiting for my turn to get my pack and there are these aboki guys","disgust","negative"
"813","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"814","english hes fucking me

ilorin people indomie","unknown","negative"
"815","two indomie is too much and one is too small for me i wish indomie will introduce one and half pack of indomie an","unknown","positive"
"816","watching indomie atam hits different","unknown","positive"
"817","take your pick of these oldies but worldies a old school thread explicit warning indomie gene","joy","negative"
"818","the indomie advert too","unknown","positive"
"819","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"820","im currently at this indomie and egg spot in my street waiting for my turn to get my pack and there are these abo","disgust","negative"
"821","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"822","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"823","if you be ajebo na indomie dem go give you","unknown","positive"
"824","currently eating indomie","unknown","positive"
"825","yes but only for jollof spaghetti and indomie","unknown","positive"
"826","you must be from an indomie generation then","unknown","positive"
"827","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"828","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"829","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"830","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"831","she waste the indomie 🥲","unknown","negative"
"832","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"833","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"834","i finished this suya before i realized i should have eaten it with indomie now im hungry again","unknown","negative"
"835","theyll rather vote yahaya bello over atiku abubakar if he decides to run for the elections

please where are those peopl","joy","positive"
"836","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"837","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"838","i used to order the largest burger at mcdonalds as a child but now i cant even finishpackets of indomie","unknown","neutral"
"839","is this much indomie enough for you sir","unknown","positive"
"840","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"841","indonesias trends on januarypm

️⃣ tharntypessep
️⃣ 나나생각중
️⃣ ourmaincharacteryutoday
️⃣ t","unknown","positive"
"842","indonesias trends on januarypm

️⃣ tharntypessep
️⃣ 나나생각중
️⃣ ourmaincharacteryutoday
️⃣","unknown","positive"
"843","i do ooooooooi and my siblings with our cousins will contribute money","unknown","positive"
"844","and that boy is lazyif i ask him not to cook for me i am cooking my special indomie o","unknown","negative"
"845","theyll rather vote yahaya bello over atiku abubakar if he decides to run for the elections

please where are those peopl","joy","positive"
"846","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"847","dont be surprised that our population may be far from the claimed m they have no dat","surprise","positive"
"848","indomie never failed","unknown","positive"
"849","is this much indomie enough for you sir","unknown","positive"
"850","take your pick of these oldies but worldies a old school thread explicit warning indomie gene","joy","negative"
"851","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"852","back in medschool on a friday night like thisboyz go don dey plan club for different location

fastforward to now","joy","positive"
"853","brown skin like eva sweet like indomie 🤩","joy","positive"
"854","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"855","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"856","i thought i was broke until my neighbor told me he wanted to sell his gas cooker for naira so that he can buyindo","unknown","negative"
"857","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"858","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"859","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"860","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"861","indomie mi goreng with fried quail eggs and homemade kimchi 🤤","unknown","positive"
"862","i thought i was broke until my neighbor told me he wanted to sell his gas cooker for naira so that he can buyindo","unknown","negative"
"863","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"864","indomie mi goreng with fried quail eggs and homemade kimchi 🤤","unknown","positive"
"865","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"866","indomie mi goreng with fried quail eggs and homemade kimchi 🤤","unknown","positive"
"867","thiago indomie no b food give am bodyalcantara","unknown","positive"
"868","thiago jam am well indomie no be food alcantara","unknown","neutral"
"869","my indomie is hot but there is harmattan is it not suppose to be frozen by now","unknown","negative"
"870","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"871","take your pick of these oldies but worldies a old school thread explicit warning indomi","joy","negative"
"872","make indomie

nengixguinness","unknown","positive"
"873","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"874","thiago chop better indomie no be food alcantara","unknown","neutral"
"875","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"876","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"877","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"878","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"879","english hes fucking me

ilorin people indomie","unknown","negative"
"880","if you took money from your parents to buy spectacles duringeclipse kindly comment the indomie generation babies sh","joy","positive"
"881","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"882","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"883","indomie generated kids
try this with the older generations like mine u will receive the beating of","joy","positive"
"884","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"885","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"886","ata rodo naira inside one small indomie looking like this️","joy","positive"
"887","am i actually making ramen or just cracking an egg on my indomie in the bot","unknown","positive"
"888","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"889","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"890","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"891","someone i know is eatingpacks of indomiesmh how is that even possible","unknown","positive"
"892","i thought i was broke until my neighbor told me he wanted to sell his gas cooker for naira so that he can buyindo","unknown","negative"
"893","hope this babe doesnt want to put indomie in pancake mix","unknown","positive"
"894","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"895","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"896","thiago jam am well indomie no be food alcantara","unknown","neutral"
"897","indomie mi goreng with fried egg chicken and sausage","unknown","positive"
"898","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"899","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"900","and its not like i can do the indomie o last time i did some echeck like banku","joy","neutral"
"901","and its not like i can do the indomie o last time i did some echeck like banku","joy","neutral"
"902","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"903","these dayssome people takemins to cook indomie o they put all manner of condiments to","unknown","positive"
"904","back in medschool on a friday night like thisboyz go don dey plan club for different location

fastforward to now","joy","positive"
"905","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"906","thiago jam am well indomie no be food alcantara","unknown","neutral"
"907","it must not be longer than the time needed to do indomie it is in theconstitution","unknown","positive"
"908","thiago jam am well indomie no be food alcantara","unknown","neutral"
"909","that indomie advert","unknown","positive"
"910","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"911","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"912","its theindomie advert for me
debryune no get accuracy reach like this","joy","neutral"
"913","always control your temper a guy who makes indomie is in kirikiri now for stabbing his customer during a fight the sa","anger","negative"
"914","the power of indomie","unknown","positive"
"915","soaked noodles indomie and milk","unknown","positive"
"916","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"917","thiago jam am well indomie no be food alcantara","unknown","neutral"
"918","i swear food don finish u go notice say some time u no dey chop passtypes of food for a whole mon","unknown","negative"
"919","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"920","dont leave me behind k go pay my nepa bill and buy indomiegtb","unknown","negative"
"921","thiago jam am well indomie no be food alcantara","unknown","neutral"
"922","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"923","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"924","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"925","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"926","back in medschool on a friday night like thisboyz go don dey plan club for different location

fastforward to","joy","positive"
"927","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"928","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"929","rest mr indomie","unknown","positive"
"930","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"931","time to sleep bcs im starting to crave for indomie and i should not","unknown","positive"
"932","theyll rather vote yahaya bello over atiku abubakar if he decides to run for the elections

please where are those peopl","joy","positive"
"933","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"934","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"935","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"936","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"937","man is really hungry suggest a quick food not indomie dems🤲","unknown","neutral"
"938","indomieforhans 

one year of indomie coming your way 

toyotathailandopen","unknown","negative"
"939","indomie too go do the trick","unknown","negative"
"940","goreng is the best ill eat indomie goreng next month🤘","unknown","neutral"
"941","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"942","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"943","bottle of beer 
i plate of cow pepper soup 
indomie and bottle water 

remainingna for strippers 

k don set","fear","negative"
"944","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"945","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"946","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"947","🥺🥺 thankyou for accompany me to eat indomie tonight","unknown","positive"
"948","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"949","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"950","totally forgot to add pepper to this indomie fuckkk","unknown","positive"
"951","if you took money from your parents to buy spectacles duringeclipse kindly comment the indomie generation babies sh","joy","positive"
"952","this tweet got a lot of engagement for indomie","unknown","positive"
"953","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"954","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"955","make indomie

nengixguinness","unknown","positive"
"956","when watching advertwas like watching a movie indomie generation missed a lot","joy","positive"
"957","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"958","make indomie

nengixguinness","unknown","positive"
"959","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"960","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"961","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"962","indonesias trends on januarypm

️⃣ 나나생각중
️⃣ tharntypessep
️⃣ ourmaincharacteryutoday
️⃣ t","unknown","positive"
"963","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"964","if you took money from your parents to buy spectacles duringeclipse kindly comment the indomie generation babies sh","joy","positive"
"965","indonesias trends on januarypm

️⃣ 나나생각중
️⃣ tharntypessep
️⃣ ourmaincharacteryutoday
️⃣","unknown","positive"
"966","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"967","toh them de nak for indomie i no de even lie","unknown","negative"
"968","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"969","indomie generation cant relate🤦","unknown","positive"
"970","theyll rather vote yahaya bello over atiku abubakar if he decides to run for the elections

please where are those peopl","joy","positive"
"971","theyll rather vote yahaya bello over atiku abubakar if he decides to run for the elections

please where are those peopl","joy","positive"
"972","is it true that it takeshours for indomie do digest","unknown","positive"
"973","today i used weed to cook indomie
my mom ate it and she has been sleeping since morning🤣","unknown","neutral"
"974","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"975","unrelated but not all cars are expensive with indomie and half egg you fit ride monica","anger","neutral"
"976","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"977","weather appropriateits indomie so dont let ozzy see it","unknown","positive"
"978","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"979","there is a mallam in wusebest indomiesorryi meant ramen in abuja","unknown","positive"
"980","i thought i was broke until my neighbor told me he wanted to sell his gas cooker for naira so that he can buyindo","unknown","negative"
"981","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"982","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"983","i thought i was broke until my neighbor told me he wanted to sell his gas cooker for naira so that he can buyindo","unknown","negative"
"984","i thought i was broke until my neighbor told me he wanted to sell his gas cooker for naira so that he can buyindo","unknown","negative"
"985","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"986","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"987","waiting for indomie","unknown","positive"
"988","i tried indomie noodles once absolutely hated them but so many people enjoy them so im convinced i must give them another shot","joy","positive"
"989","i thought i was broke until my neighbor told me he wanted to sell his gas cooker for naira so that he can buyindo","unknown","negative"
"990","i thought i was broke until my neighbor told me he wanted to sell his gas cooker for naira so that he can buyindo","unknown","negative"
"991","i thought i was broke until my neighbor told me he wanted to sell his gas cooker for naira so that he can buyindo","unknown","negative"
"992","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"993","i thought i was broke until my neighbor told me he wanted to sell his gas cooker for naira so that he can buyindo","unknown","negative"
"994","i thought i was broke until my neighbor told me he wanted to sell his gas cooker for naira so that he can buyindo","unknown","negative"
"995","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
"996","i thought i was broke until my neighbor told me he wanted to sell his gas cooker for naira so that he can buyindo","unknown","negative"
"997","eating indomie at this hour is part of my daily routine now","unknown","positive"
"998","tag a friend you would share a plate of indomie with this beautiful friday morning","joy","positive"
"999","i thought i was broke until my neighbor told me he wanted to sell his gas cooker for naira so that he can buyindo","unknown","negative"
"1000","hey guys i sell spaghetti and indomie at whole sale prices in bodija ibadan ejoor come and buy what im selling","unknown","positive"
